listing_id,update_time,listing_name,location_address,establish_year,legal_status,location_x,location_y,location_desc,season_month_start,season_month_end,season_month,season_month_1,season_month_2,season_month_3,season_month_4,season_month_5,season_month_6,season_month_7,season_month_8,season_month_9,season_month_10,season_month_11,season_month_12,products,products_1,products_2,products_3,products_5,products_6,products_8,products_9,products_10,products_11,products_12,products_13,products_14,products_15,products_16,products_17,products_18,products_19,products_21,products_22,products_23,products_25,products_26,products_27,products_28,products_29,products_30,products_888,products_otherdesc,productslocality_fruits,productslocality_vegetables,productslocality_bakedgoods,productslocality_canfood,productslocality_coffee,productslocality_flowers,productslocality_dairyproducts,productslocality_beans,productslocality_eggs,productslocality_seafood,productslocality_herbs,productslocality_grains,productslocality_greenproducts,productslocality_honey,productslocality_juices,productslocality_mapleproducts,productslocality_mushrooms,productslocality_nuts,productslocality_petfood,productslocality_meat,productslocality_redmeat,productslocality_soap,productslocality_tofu,productslocality_trees,productslocality_wildproducts,productslocality_wine,productslocality_other,service_procurement,service_procurement_1,service_procurement_2,service_procurement_888,service_procurement_other_desc,service_opservice,service_opservice_1,service_opservice_2,service_opservice_3,service_opservice_4,service_opservice_5,service_opservice_6,service_opservice_7,service_opservice_8,service_opservice_9,service_opservice_10,service_opservice_11,service_opservice_12,service_opservice_13,service_opservice_11_desc,service_opservice_12_desc,service_opservice_13_desc,service_producer,service_producer_1,service_producer_2,service_producer_3,service_producer_4,service_producer_5,service_producer_6,service_producer_7,service_producer_8,service_producer_9,service_producer_10,service_producer_11,service_producer_12,service_producer_10_desc,service_community,service_community_1,service_community_5,service_community_6,service_community_7,service_community_8,service_community_9,service_community_10,service_community_11,service_community_12,service_community_13,service_community_14,service_community_15,service_community_16,service_community_14_desc,specialproductionmethods,specialproductionmethods_1,specialproductionmethods_2,specialproductionmethods_3,specialproductionmethods_4,specialproductionmethods_5,specialproductionmethods_6,specialproductionmethods_7,specialproductionmethods_8,specialproductionmethods_9,specialproductionmethods_10,specialproductionmethods_11,specialproductionmethods_12,specialproductionmethods_13,specialproductionmethods_14,specialproductionmethods_15,specialproductionmethods_16,specialproductionmethods_888,specialproductionmethods_other_desc,specialproductionmethods_gap_certify_entity,saleschannel_wholesale,saleschannel_wholesale_1,saleschannel_wholesale_2,saleschannel_wholesale_3,saleschannel_wholesale_4,saleschannel_wholesale_5,saleschannel_wholesale_6,saleschannel_wholesale_7,saleschannel_wholesale_8,saleschannel_wholesale_9,saleschannel_wholesale_10,saleschannel_wholesale_11,saleschannel_wholesale_12,saleschannel_wholesale_13,saleschannel_wholesale_14,saleschannel_wholesale_15,saleschannel_wholesale_16,saleschannel_wholesale_17,saleschannel_wholesale_15_desc,saleschannel_wholesale_16_desc,saleschannel_wholesale_17_desc,saleschannel_retail,saleschannel_retail_1,saleschannel_retail_2,saleschannel_retail_3,saleschannel_retail_4,saleschannel_retail_5,saleschannel_retail_6,saleschannel_retail_7,saleschannel_retail_8,saleschannel_retail_9,saleschannel_retail_10,saleschannel_retail_8_desc,saleschannel_retail_9_desc,saleschannel_retail_10_desc,acceptedpayment,acceptedpayment_1,acceptedpayment_2,acceptedpayment_3,acceptedpayment_4,acceptedpayment_5,acceptedpayment_6,acceptedpayment_7,acceptedpayment_888,acceptedpayment_7_desc,acceptedpayment_other_desc,FNAP,FNAP_1,FNAP_2,FNAP_3,FNAP_888,FNAP_3_desc,FNAP_other_desc,webscripting
500107,7/15/2016 13:41,Middle Georgia Growers Cooperative,", Jeffersonville, Georgia",2016,LLC;,-83.346556,32.687646,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,,,,,,,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,,,Sell on a consignment basis;,0,1,0,,Aggregation;Distribution;Brokering;Packaging/Repackaging;Product storage;,1,0,1,1,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;,1,1,0,0,0,0,0,0,0,0,0,0,,Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Small independent grocery stores;Restaurants;,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500108,7/28/2016 15:48,Alderson Community Food Hub,"109 Cherry Ave, Alderson, West Virginia 24910",2009,Non-Profit;,-80.635778,37.7248361,The Alderson Green Grocer is located at 109 Cherry Ave (Rte 12) next to the Alderson Thrift Shop and across from Camp Greenbrier.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,Exclusively non-local;,Exclusively local;,,Exclusively non-local;,Exclusively non-local;,,Both local and non-local;,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,Both local and non-local;,,,Take ownership of the product;Sell on a consignment basis;,1,1,0,,Aggregation;Distribution;Product storage;,1,0,1,0,0,0,1,0,0,0,0,0,0,,,,Production/post-harvest handling training;Transportation services;,0,0,0,1,0,0,0,0,1,0,0,0,,Nutrition/cooking education;Operating a mobile market;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,1,0,0,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Small independent grocery stores;Food retail cooperatives;Restaurants;K-12 school food service;,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,Buying clubs;Food hub's own retail storefront;,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500109,7/28/2016 16:08,Highland Market,"737 William Ave, Ste 3, Davis, West Virginia 26260",2013,,-79.469136,39.1272711,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,,,,Exclusively non-local;,Exclusively local;,Exclusively non-local;,,,,Both local and non-local;,Exclusively non-local;,,,,,,,,,,Exclusively local;,Exclusively local;,Exclusively non-local;,Exclusively non-local;,,,,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Production/post-harvest handling training;Food safety/GAP Training;,0,0,0,1,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food hub's own retail storefront;,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500110,8/9/2016 12:29,Upper Peninsula Food Exchange,"502 W. Washington St., Marquette, Michigan 49855",2013,,-87.402735,46.545034,The Marquette Food Co-op location houses UPFE.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Maple products;,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,,Exclusively local;,,Exclusively local;,,,Exclusively local;,,Exclusively local;,,,,,,,,,,,,Sell on a consignment basis;,0,1,0,,Aggregation;Distribution;Brokering;Product storage;,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Business management services/guidance;Food safety/GAP Training;,1,0,0,0,1,0,1,0,0,0,0,0,,Education programs for institutions;Community awareness programs;,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Food retail cooperatives;Restaurants;K-12 school food service;Colleges/Universities;Hospitals;,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500111,12/14/2016 9:02,KVCC FIC Food Hub,"224 E Crosstown Parkway, Kalamazoo, Michigan 49001",2016,,-85.579661,42.2808544,Located on the corner of John St and Crosstown Parkway directly across from the 8th District Court.,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Herbs;Mushrooms;,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,,,,,,,,,Exclusively local;,,,,,,Exclusively local;,,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Production;Distribution;Brokering;Packaging/Repackaging;Product storage;Freezing;Cutting;,1,1,1,1,0,1,1,0,1,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Demonstration/Incubator farm;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Transportation services;,1,1,1,1,1,0,1,0,1,0,0,0,,Nutrition/cooking education;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,0,0,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,Restaurants;Distributors;Food processors;Colleges/Universities;Hospitals;,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500112,1/5/2017 22:56,The Common Market Georgia,"1050 Oakleigh Dr, Atlanta, Georgia 30344",2016,Non-Profit;,-84.423011,33.6909431,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Tofu/non-animal protein;,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,,,,Exclusively local;,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Brokering;Product storage;,1,0,1,1,0,0,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Food safety/GAP Training;Transportation services;,1,1,0,1,0,0,1,0,1,0,0,0,,Paid employment opportunities for youth;Nutrition/cooking education;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,1,1,0,0,0,0,0,1,1,1,0,0,0,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";Good Agricultural Practices (GAP)-Certified;No antibiotics;No hormones;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;",1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,,Non-USDA certifying entity;,"Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,CSA shares;Mobile retail units/food trucks;Farm stands;,0,0,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500113,2/15/2017 14:07,Oberlin Food Hub,"23 Eric Nord Way, Suite 9, Oberlin, Ohio 44074",2016,Non-Profit;,-82.215583,41.2910715,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,,Exclusively local;,Exclusively local;,,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,Exclusively local;,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Shared use kitchen;Packaging/Repackaging;Product storage;Freezing;Cutting;,1,0,1,0,1,1,1,0,1,1,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Transportation services;,1,1,0,1,1,0,0,0,1,0,0,0,,Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,USDA certifying entity;,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Restaurants;Caterers/bakeries;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;",1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,
500114,4/10/2017 20:15,Happy Valley Meat Company,"630 Flushing Ave, Brooklyn, New York 11206",2010,LLC;,-73.947925,40.699613,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Poultry/fowl meat and products;Red/other non-poultry meat and products;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Exclusively local;,Exclusively local;,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Product storage;Freezing;Cutting;Value-added Processing;,1,0,1,0,0,0,1,0,1,1,1,0,0,Value-added Processing,,,Marketing/promotional services;Branding/labeling products;Slaughter and Processing Services;,1,1,0,0,0,0,0,0,0,1,0,0,Slaughter and Processing Services,Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,0,1,0,0,0,,Grass Fed;Pasture-raised/free-range animals;Certified Humane and/or Animal Welfare Approved by 2021;,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Certified Humane and/or Animal Welfare Approved by 2021,,Small independent grocery stores;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,,,,Take Orders Direct from Customers and Ship Direct to Customers;,0,0,0,0,0,0,0,1,0,0,Take Orders Direct from Customers and Ship Direct to Customers,,,,,,,,,,,,,,,0,0,0,0,,,
500115,5/2/2017 18:08,Local Foods,"1427 W. Willow, Chicago, Illinois 60642",2013,LLC;,-87.663121,41.9140065,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;Wine/spirits/beer/hard cider;,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively non-local;,,Exclusively local;,Exclusively non-local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively non-local;,Exclusively local;,,Exclusively local;,Exclusively local;,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Brokering;,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Transportation services;,1,1,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Large supermarkets/supercenters;Small independent grocery stores;Food retail cooperatives;Restaurants;Caterers/bakeries;Distributors;Food processors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,,,Buying clubs;On-line store;Food hub's own retail storefront;,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500116,5/2/2017 14:37,"Gourmet Gorilla, Inc","1200 West Cermak, 2nd floor, Chicago, Illinois 60608",2010,S Corp;,-87.656726,41.8537887,Intersection of Racine and Cermak,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,Exclusively non-local;,,,,,,,,Exclusively non-local;,Exclusively non-local;,,Exclusively non-local;,,,,,Take ownership of the product;,1,0,0,,Aggregation;Distribution;Shared use kitchen;Packaging/Repackaging;Product storage;Canning;Freezing;,1,0,1,0,1,1,1,1,1,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Business management services/guidance;Paid consulting;Food safety/GAP Training;Transportation services;Co packing;,1,1,0,0,1,1,1,0,1,1,0,0,Co packing,Paid employment opportunities for youth;Nutrition/cooking education;Meal preparation;Education programs for institutions;Community awareness programs;Food donations to local food pantries/banks;,1,1,1,0,0,0,0,1,1,1,0,0,0,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";Good Agricultural Practices (GAP)-Certified;Good Handling Practices (GHP)-Certified;No antibiotics;No hormones;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;",1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,,Non-USDA certifying entity;,Large supermarkets/supercenters;Small independent grocery stores;Distributors;Pre-K food service;K-12 school food service;Colleges/Universities;Hospitals;Senior care facilities;Government/corporate cafeterias;,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,,,,On-line store;Mobile retail units/food trucks;,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500117,5/2/2017 14:49,Mandela MarketPlace,"1364 7th Street, Oakland, California 94607",2004,Non-Profit;,-122.29252,37.8049685,"West Oakland, across from West Oakland BART station",2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Herbs;Grains/flour;Honey;Nuts;,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,Exclusively non-local;,Exclusively local;,Exclusively local;,Exclusively non-local;,,Exclusively local;,,,,,Exclusively local;,Exclusively non-local;,,Exclusively non-local;,,,,Exclusively non-local;,,,,,,,,,,Take ownership of the product;Sell on a consignment basis;,1,1,0,,Aggregation;Distribution;Packaging/Repackaging;Product storage;,1,0,1,0,0,1,1,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;Transportation services;Harvest to market loans;,1,1,0,1,1,0,1,0,1,1,0,0,Harvest to market loans,Paid employment opportunities for youth;Nutrition/cooking education;Health screenings;Operating a mobile market;Subsidized farm shares;Education programs for institutions;Community awareness programs;,1,1,0,1,0,1,1,1,1,0,0,0,0,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;Certified ""Naturally Grown"";Good Agricultural Practices (GAP)-Certified;Integrated pest management;",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,"Small independent grocery stores;Corner stores, bodegas;Food retail cooperatives;Restaurants;Caterers/bakeries;",0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,Mobile retail units/food trucks;Farm stands;,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500118,5/2/2017 14:52,Sankofa Fresh Stop Market,"5029 St Claude Ave, New Orleans, Louisiana 70117",2014,Non-Profit;,-90.021416,29.9627934,"open air market on major throughfare in Lower Ninth Ward of New Orleans, adjacent to St Claude bridge",2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Eggs;Fish/seafood;Herbs;Honey;Juices/non-alcoholic ciders;,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,Exclusively non-local;,Exclusively non-local;,Exclusively local;,,,Exclusively local;,,,Exclusively local;,Exclusively local;,Exclusively local;,,,Exclusively local;,Exclusively local;,,,,,,,,,,,,,Take ownership of the product;,1,0,0,,Packaging/Repackaging;,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Business management services/guidance;Food safety/GAP Training;,1,1,0,1,1,0,1,0,0,0,0,0,,Paid employment opportunities for youth;Nutrition/cooking education;Health screenings;Operating a mobile market;Education programs for institutions;,1,1,0,1,0,1,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,Food hub's own retail storefront;Mobile retail units/food trucks;Farm stands;,0,0,1,0,0,1,1,0,0,0,,,,,,,,,,,,,,,WIC;SNAP;,1,1,0,0,,,
500119,5/2/2017 15:10,Adaptations Inc,"79-7500 Mamalahoa Hwy, Unit 1, Kealakekua, Hawaii 96750",1993,S Corp;,-155.92365,19.525784,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Honey;Mushrooms;Nuts;,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,Exclusively local;,,,Exclusively local;,,,Exclusively local;,Exclusively local;,,,,,,,,,,Take ownership of the product;,1,0,0,,Aggregation;Production;Distribution;Brokering;,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Production/post-harvest handling training;Transportation services;packaging supplies at cost;,1,1,0,1,0,0,0,0,1,1,0,0,packaging supplies at cost,Food donations to local food pantries/banks;,0,0,0,0,0,0,0,0,0,1,0,0,0,,"Organic (USDA Certified);Non-Certified, but Practicing Organic;GAP plan;",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GAP plan,,"Large supermarkets/supercenters;Small independent grocery stores;Corner stores, bodegas;Restaurants;Caterers/bakeries;Distributors;Food processors;K-12 school food service;Colleges/Universities;",1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,,,,On-line store;CSA shares;,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
500121,5/2/2017 16:15,Farmers To You,"446 Industrial Lane, Barre, Vermont 05641",2011,LLC;,-72.559541,44.2121027,,2021-01,2021-12,Year-round,1,1,1,1,1,1,1,1,1,1,1,1,Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively non-local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,Exclusively local;,Exclusively local;,,Exclusively local;,,,,,Take ownership of the product;,1,0,0,,Aggregation;,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,Marketing/promotional services;Branding/labeling products;Business management services/guidance;Transportation services;,1,1,0,0,1,0,0,0,1,0,0,0,,Nutrition/cooking education;Operating a mobile market;Subsidized farm shares;Community awareness programs;Food donations to local food pantries/banks;,0,1,0,0,0,1,1,0,1,1,0,0,0,,"Organic (USDA Certified);Good Agricultural Practices (GAP)-Certified;No hormones;Integrated pest management;Grass Fed;Pasture-raised/free-range animals;Fair labor practices, living wage, fair trade, etc.;",1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Direct to consumer,,,On Line diorect to comsumers - delivered weekly;,0,0,0,0,0,0,0,1,0,0,On Line diorect to comsumers - delivered weekly,,,,,,,,,,,,,,SNAP;,0,1,0,0,,,
