original_listing_id,original_update_time,original_listing_name,original_location_address,original_location_x,original_location_y,original_location_desc,original_location_site,original_location_site_otherdesc,original_location_indoor,original_specialproductionmethods,original_specialproductionmethods_1,original_specialproductionmethods_2,original_specialproductionmethods_3,original_specialproductionmethods_4,original_specialproductionmethods_5,original_specialproductionmethods_6,original_specialproductionmethods_7,original_specialproductionmethods_8,original_specialproductionmethods_9,original_specialproductionmethods_10,original_specialproductionmethods_11,original_specialproductionmethods_12,original_specialproductionmethods_13,original_specialproductionmethods_14,original_specialproductionmethods_888,original_specialproductionmethods_other_desc,original_acceptedpayment,original_acceptedpayment_1,original_acceptedpayment_2,original_acceptedpayment_3,original_acceptedpayment_4,original_acceptedpayment_5,original_acceptedpayment_6,original_acceptedpayment_7,original_acceptedpayment_888,original_FNAP,original_FNAP_1,original_FNAP_2,original_FNAP_3,original_FNAP_4,original_FNAP_5,original_FNAP_888,original_SNAP_option,original_SNAP_option_1,original_SNAP_option_2,distance,formatted,lat,lon,name,housenumber,street,district,suburb,postcode,city,county,state,state_code,country,country_code,attribution,attribution_license,attribution_url
301237,1/4/2021 19:27,Anderson County Farmers Market,"1505 US-127 N, Lawrenceburg , Kentucky 40342",-84.917629,38.076447,"The Old Depot, North of Lawrenceburg, KY",Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,Senior Farmers Market Nutrition Program;,0,0,0,0,1,0,,0,0,27.368337279685797,"Bypass North, Anderson County, KY 40342, United States of America",38.083055,-84.918247,Bypass North,,Bypass North,,,40342,,Anderson County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301238,8/18/2020 8:42,Montgomery County Farmers' Market,"153 South Maysville Street, Mt. Sterling, Kentucky 40353",-83.941302,38.054333,at the downtown Market Pavilion,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,0,1,0,Accept EBT at a central location;,1,0,221.29829347285408,"Oopsie Daisies, 2 West Main Street, Mount Sterling, KY 40353, United States of America",38.0562127,-83.9421324,Oopsie Daisies,2,West Main Street,,,40353,Mount Sterling,Montgomery County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301239,8/18/2020 9:10,Prospect Area Farmer's Market,"12900 W. Hwy 42, Prospect , Kentucky 40059",-85.58996,38.37102,Parking lot of New Goshen Presbyterian Church,Faith-based institution;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,15.681658733472828,"3701 High Meadows Court, Louisville, KY 40059, United States of America",38.370897,-85.590048,,3701,High Meadows Court,,,40059,Louisville,Oldham County,Kentucky,KY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301240,8/18/2020 9:07,Middletown farmer's Market,"Middletown, Kentucky 40243",-85.543717,38.242222,Parking lot of 1st Baptist Church of Middletown,Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,45.31838373974034,"116 Watterson Trail, Middletown, KY 40243, United States of America",38.24247885,-85.54320155,,116,Watterson Trail,,,40243,Middletown,Jefferson County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301241,8/18/2020 9:16,Scott County Farmers' Market,"corner of North Broadway and Washington Street, Georgetown, Kentucky 40324",-84.559554,38.211492,Georgetown City Parking Lot,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,17.70931777650077,"170 N Broadway, Georgetown, KY 40324, United States of America",38.211413,-84.559378,,170,N Broadway,,,40324,Georgetown,Scott County,Kentucky,KY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301242,8/18/2020 9:32,Cadiz/Trigg County Farmers Market,"7 0 Main Street, Cadiz, KY, Kentucky 42211",-87.835998,36.862889,"Downtown Cadiz, across from City Hall, between the Cadiz Baptist Church Annex and Renaissance Stage.",Local government building grounds;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,42.57096811732888,"54 Main Street, Cadiz, KY 42211, United States of America",36.862608,-87.836323,,54,Main Street,,,42211,Cadiz,Trigg County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301243,8/18/2020 9:23,Johnson County Farmers Market,"826 F. M. Stafford Ave., Paintsville, Kentucky 41240",-82.8042,37.812048,Pavilion in parking lot of Johnson County UK Extension Office. Behind the Jones-Preston Funeral Home off of S. Mayo Trail.,Federal/state government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,0,1,0,0,1,0,Accept EBT at a central location;,1,0,39.94394701034542,"201 8th Street, Paintsville, KY 41240, United States of America",37.811862,-82.803811,,201,8th Street,,,41240,Paintsville,Johnson County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301244,8/18/2020 9:30,Floyd County Farmers Market,"361 N. Lake Drive, Prestonsburg, Kentucky 41653",-82.775995,37.670674,"On the corner of Hwy. 114 and N. Lake Drive in Prestonsburg, across from US Bank in the Attorney General's front lawn.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;,1,0,0,1,1,0,,0,0,27.280811645765887,"380 North Arnold Avenue, Prestonsburg, KY 41653, United States of America",37.67052200115003,-82.77623831,,380,North Arnold Avenue,,,41653,Prestonsburg,Floyd County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301245,8/18/2020 9:48,Franklin Simpson Farmers' Market,"304 N Main St, Franklin, Kentucky 42134",-86.577261,36.724368,Under the Simpson County Extension Pavilion,,Simpson County Extension Pavilion,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,0,0,Some/all market vendors will accept EBT through individual POS;,0,1,188.41340310297704,"Simpson County Historical Society and History Center, 207 North College Street, Franklin, KY 42134, United States of America",36.7239228,-86.57930075,Simpson County Historical Society and History Center,207,North College Street,,,42134,Franklin,Simpson County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301246,1/4/2021 14:22,Red Bird Farmers Market,"70 Queendale Center, Beverly, Kentucky 40913",-83.526289,37.009793,Beside the water kiosk across from the Red Bird Mission Community Store.,,Nonprofit Mission,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,7.949699916140355,"237 Queendale Center North, Queendale, KY 40913, United States of America",37.00984005865633,-83.5262216,,237,Queendale Center North,,,40913,Queendale,Clay County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301247,8/18/2020 10:22,Logan County Farmer's Market,"255 John Paul Avenue, Russellville, Kentucky 42276",-86.884185,36.866286,,Educational institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,50.44597181895097,"US 68;KY 80, Russellville, KY 42276, United States of America",36.866133,-86.895698,US 68;KY 80,,US 68;KY 80,,,42276,Russellville,Logan County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301248,8/18/2020 10:49,Garrard County Farmers Market,"117 Lexington RD, Lancaster, Kentucky 40444",-84.583209,37.614373,Grand Theater parking lot at the corner of W. Maple and Lexington Rd(Hwy 27). One block north of the town square.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,Senior Farmers Market Nutrition Program;,0,0,0,0,1,0,,0,0,124.64890678709814,"Myers Court, Lancaster, KY 40444, United States of America",37.613487,-84.581922,Myers Court,,Myers Court,,,40444,Lancaster,Garrard County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301249,8/18/2020 12:09,Boyd County Farmers Market - King's Daughters Medical Center,"2420 Center Street, Catlettsburg, Kentucky 41129",-82.630489,38.470783,Market is located in downtown Ashland in the parking lot at the corner of 24th street and Bath Avenue under the big white tent,Healthcare institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,0,"King's Daughters, 2201 Lexington Avenue, Ashland, KY 41101, United States of America",38.470656399999996,-82.63376028,King's Daughters,2201,Lexington Avenue,,,41101,Ashland,Boyd County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301250,8/18/2020 12:02,Beaver Dam Farmer's Market,"Hwy 231 South , Beaver Dam, Kentucky 42320",-86.877647,37.407199,Located at Beaver Dam City Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;Senior Farmers Market Nutrition Program;,0,0,0,1,1,0,,0,0,32.65899873067486,"242 Barnes Drive, Beaver Dam, KY 42320, United States of America",37.40749232155537,-86.87762801,,242,Barnes Drive,,,42320,Beaver Dam,Ohio County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301251,8/18/2020 11:54,"Bluegrass Farmers Market, Inc","1837 Plaudit Place, Lexington , Kentucky 40509",-84.418747,38.014875,Parking lot of Liquor Barn in Hamburg,Private business parking lot;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,55.01037639,"1844 Plaudit Place, Lexington, KY 40509, United States of America",38.015237,-84.418319,,1844,Plaudit Place,,,40509,Lexington,Fayette County,Kentucky,KY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301252,8/18/2020 12:18,Boyd County Farmers Market - KYOVA Mall,"10699 US-60, Ashland, Kentucky 41102",-82.712555,38.400138,located in the mall parking lot by Burger King,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,55.82437106531868,"Malibu Jack's, 10699 US Route 60, Ashland, KY 41102, United States of America",38.4010978,-82.71433508,Malibu Jack's,10699,US Route 60,,,41102,Ashland,Boyd County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301253,8/18/2020 13:06,Hopkinsville-Christian County Downtown Farmers Market,"110 W 9th Street, HOPKINSVILLE, Kentucky 42240",-87.489438,36.866111,Corner of Main/9th Street under the Farmers Market Pavilion,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Accept EBT at a central location;Some/all market vendors will accept EBT through individual POS;,1,1,15.284292221571986,"846 Bethel Street, Hopkinsville, KY 42240, United States of America",36.866199897959184,-87.48956904,,846,Bethel Street,,,42240,Hopkinsville,Christian County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301254,8/18/2020 13:42,Boone County Farmers Market,"1961 Burlington Pike, Burlington, Kentucky 41005",-84.721563,39.022231,Open air market adjacent to the Boone County Cooperative Extension Service.,Educational institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;,1,0,0,0,0,0,,0,0,85.29464922177613,"6274 Satinwood Drive, Burlington, KY 41005, United States of America",39.021539,-84.721137,,6274,Satinwood Drive,,,41005,Burlington,Boone County,Kentucky,KY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301255,1/5/2021 10:03,Beattyville Main Street Marketplace Locally Made Market,"26 Hwy 52 W, Beattyville, Kentucky 41311",-83.705633,37.591129,At the intersection of Shell Food Mart Applemarket,Private business parking lot;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;,1,0,0,0,0,0,,0,0,195.56816563571786,"Manor Drive, Beattyville, KY 41311, United States of America",37.589799,-83.707087,Manor Drive,,Manor Drive,,,41311,Beattyville,Lee County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301256,8/18/2020 14:24,Shepherdsville farmer's Market,"170 W. Joe B. Hall Avenue , Shepherdsville , Kentucky 40165",-85.709198,37.988053,"Parking Lot with Lean-to across from Turner Heating and Cooling, before you enter the 1St park.",Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,105.22177890626185,"1237 Hester Street, Shepherdsville, KY 40165, United States of America",37.98898126760434,-85.70943115,,1237,Hester Street,,,40165,Shepherdsville,Bullitt County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301257,8/18/2020 15:06,Farmers Market at the Depot,"101 E. Depot Street, Springfield, Kentucky 40069",-85.217676,37.683658,Center of town under covered pavilion,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,6.208354124048757,"Cs-1035, Springfield, KY 40069, United States of America",37.684218,-85.21743,Cs-1035,,Cs-1035,,,40069,Springfield,Washington County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301258,8/19/2020 10:00,Jackson County Farmers Market,"1296South Main St., Mckee, Kentucky 40447",-83.988324,37.430289,Parking Lot of Cooperative Extension Office Hwy 421 middle of town,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,161.3503933775084,"Chicken Hut, 471 South Main Street, McKee, KY, United States of America",37.43089825,-83.98998245,Chicken Hut,471,South Main Street,,,,McKee,Jackson County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301259,8/19/2020 9:28,Hart County Farmers Market,"Main Street, Munfordville, Kentucky 42765",-85.889578,37.271492,Next to the Hart County Sheriff's Dept. on Main Street in downtown Munfordville on Tuesdays and Fridays. Located in Maple Street Park in Horse Cave on Wednesdays.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,47.40770672177436,"199 South Street, Munfordville, KY 42765, United States of America",37.271129,-85.889859,,199,South Street,,,42765,Munfordville,Hart County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301260,8/19/2020 10:20,Jackson County Farmers Market,"3034 Welchburg Rd., Tyner, Kentucky 40486",-83.922703,37.330559,,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;SNAP;Some/all market vendors will accept EBT through individual POS;;,1,1,0,0,1,0,Some/all market vendors will accept EBT through individual POS;,0,1,332.5306112393573,"Moore Road, Tyner, KY 40434, United States of America",37.3341072,-83.9244875,Moore Road,,Moore Road,,,40434,Tyner,Jackson County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301261,8/19/2020 10:13,Cumberland County Farmers' Market,"819 S Main Street, Burkesville, Kentucky 42717",-85.364614,36.790074,Parking lot of Doghouse Gym.,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,78.17646261508996,"338 Cumberland Drive, Burkesville, KY 42717, United States of America",36.79056993724993,-85.36523627,,338,Cumberland Drive,,,42717,Burkesville,Cumberland County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301263,8/19/2020 12:19,Elliott County Farmers Market,"2944 S KY 7, Sandy Hook, Kentucky 41171",-83.122634,38.093439,,,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,81.42996731505262,"99 Vansant Street, Sandy Hook, KY 41171, United States of America",38.094016,-83.123207,,99,Vansant Street,,,41171,Sandy Hook,Elliott County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301264,8/19/2020 16:29,Breathitt County Farmers' Market,"3215 Quicksand Road, Jackson, Kentucky 41339",-83.348327,37.535327,At the intersection of HWY 15 South and Quicksand Road.,Educational institution;,,Entire time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,Senior Farmers Market Nutrition Program;,0,0,0,0,1,0,,0,0,39.329368033312896,"KY 1812, Jackson, KY 41339, United States of America",37.53499,-83.348166,KY 1812,,KY 1812,,,41339,Jackson,Breathitt County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301265,1/4/2021 12:02,Orange Home Grown Farmers & Artisans Market,"303 W. Palm Ave., Orange , California 92866",-117.85586,33.791554,Market located in the public right-of-way of the 300 block of West Palm Ave. Market also located in the parking lot of Chapman Universitys Beckett Building at the corner of Lemon Street and Palm Avenue in the City of Orange.,Educational institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;SNAP;Accept EBT at a central location;;,1,1,0,0,0,0,Accept EBT at a central location;,1,0,0,"Chapman University, 1 University Drive, Orange, CA 92866, United States of America",33.79338165,-117.8516896,Chapman University,1,University Drive,,,92866,Orange,Orange County,California,CA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301266,8/20/2020 4:58,Campbell County Farmers Market Association,"7634 Alexandria Pike, Alexandria , Kentucky 41001",-84.392139,38.97801,Parking lot of Southern Lanes Sports Center,Private business parking lot;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,32.11658530331614,"Southern Lanes Sports Center, 7634 Alexandria Pike, Alexandria, KY 41001, United States of America",38.97744175,-84.39220845,Southern Lanes Sports Center,7634,Alexandria Pike,,,41001,Alexandria,Campbell County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301267,8/20/2020 5:09,Campbell County Farmers Market Association,"3504 Alexandria Pike, Highland Heights , Kentucky 41075",-84.451866,39.028829,Senior Activity Center Parking Lot,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,34.13984539256638,"Lakeside Commons Park and Gardens, 3500 Alexandria Pike, Cold Spring, KY 41076, United States of America",39.029077,-84.452099,Lakeside Commons Park and Gardens,3500,Alexandria Pike,,,41076,Cold Spring,Campbell County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301268,8/20/2020 5:16,Campbell County Farmers Market Association,"709 Monmouth St, Newport , Kentucky 41071",-84.491761,39.090164,Public Lot Next to Pepper Pod Restaurant,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,21.120610175624044,"709 Monmouth Street, Newport, KY 41071, United States of America",39.090131,-84.492002,,709,Monmouth Street,,,41071,Newport,Campbell County,Kentucky,KY,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301269,8/20/2020 11:45,Harrison County Farmers Market - Saturday,"364 Oddville Ave, Cynthiana, Kentucky",-84.286978,38.394075,Market is located at Flat Run Veterans Park. Travel to downtown Cynthiana and follow road signs to US 62 East. Park is located approximately 1 mile from Main Street.,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,58.099420294986764,"361 Oddville Pike, Cynthiana, KY 41031, United States of America",38.39375,-84.286456,,361,Oddville Pike,,,41031,Cynthiana,Harrison County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301271,8/20/2020 11:37,Colusa Certified Farmers Market,"10th Street Memorial Park, Colusa, California 95932",-122.01403,39.214999,On the corner of 9th Street & Market Street at the Veterans Memorial Park,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,72.75610384683436,"850 Jay Street, Colusa, CA, United States of America",39.214573,-122.013389,,850,Jay Street,,,,Colusa,Colusa County,California,CA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301272,8/20/2020 11:55,Harrison County Farmers Market - Wednesday,"111 S Main St, Cynthiana, Kentucky",-84.297879,38.390005,Market located on Harrison County Courthouse lawn by the fountain,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC;Senior Farmers Market Nutrition Program;,1,0,0,0,1,0,,0,0,22.812005216171983,"59 Joe B. Hall Court, Cynthiana, KY 41031, United States of America",38.38980022,-84.29789475,,59,Joe B. Hall Court,,,41031,Cynthiana,Harrison County,Kentucky,KY,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301273,8/20/2020 12:13,Phelan Certified Farmers Market,"4128 Warbler Road, Phelan, California 92371",-117.52483,34.439822,"Corner of Warbler Rd and Sheepcreek Rd.  During the Winter and Early Spring we are in the Phelan Community Center and parking lot, and move to the Phelan Community Park for the Summer and Fall",Local government building grounds;,,Part of the time the market is open indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,46.31942857160451,"6333 Smoketree Road, Phelan, CA 92371, United States of America",34.440222,-117.524971,,6333,Smoketree Road,,,92371,Phelan,San Bernardino County,California,CA,United States,us,© OpenAddresses contributors,BSD-3-Clause License,
301274,8/20/2020 12:56,Chico Certified Farmers Market - Paradise Tuesday,"6491 Clark Road, Paradise, California 95969",-121.59544,39.77368,Parking lot at the Alliance Church,Faith-based institution;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,33.08429221,"1358 Armstrong Place, Paradise, CA 95969, United States of America",39.773950693347366,-121.5952793,,1358,Armstrong Place,,,95969,Paradise,Butte County,California,CA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
301275,8/20/2020 12:45,Chico Certified Farmers Market - Chico Saturday,"2nd and Wall Streets, Chico, California 95927",-121.83832,39.730823,Parking lot located at 2nd and Wall Streets,Local government building grounds;,,No Indoor;,Organic (USDA Certified);,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Debit card/Credit card;,0,0,0,0,0,1,0,0,WIC Farmers Market;WIC;Senior Farmers Market Nutrition Program;SNAP;Accept EBT at a central location;;,1,1,0,1,1,0,Accept EBT at a central location;,1,0,0,"Municipal Parking Lot 1., Wall Street, Chico, CA 95928, United States of America",39.730965,-121.838594,Municipal Parking Lot 1.,,Wall Street,,,95928,Chico,Butte County,California,CA,United States,us,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
